id,university,prof_title,first_lesson,second_lesson,total_grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
,Халықаралық білім беру корпорациясы,Өмір тіршілігінің қауіпсіздігі және қоршаған ортаны қорғау,математика,физика,280,210,70,0,0,0
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,Өмір тіршілігінің қауіпсіздігі және қоршаған ортаны қорғау,математика,физика,280,210,70,0,0,0
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,Өмір тіршілігінің қауіпсіздігі және қоршаған ортаны қорғау,математика,физика,280,210,70,0,0,0
,Рудный индустриалдық институты,Өмір тіршілігінің қауіпсіздігі және қоршаған ортаны қорғау,математика,физика,280,210,70,0,0,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,Өмір тіршілігінің қауіпсіздігі және қоршаған ортаны қорғау,математика,физика,280,210,70,0,0,0
,Теміртау,Өмір тіршілігінің қауіпсіздігі және қоршаған ортаны қорғау,математика,физика,280,210,70,0,0,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,Өмір тіршілігінің қауіпсіздігі және қоршаған ортаны қорғау,математика,физика,280,210,70,0,0,0
,Қазақ Ұлттық Өнер академиясы,өнер тарихы,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Қазақ ұлттық Хореографиялық академиясы,өнер тарихы,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Қазақ ұлттық өнер университеті,өнер тарихы,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Қазақстан Республикасы Төтенше жағдайлар министрлігінің Көкшетау техникалық институты,Өрт қауіпсіздігі,математика,физика,103,,,0,,0
,Хан Жәңгір атындағы Батыс Қазақстан аграрлық-техникалық университеті,Өсімдіктерді қорғау және карантин,биология,химия,126,87,29,0,8,0
,С.Сейфуллин атындағы Қазақ агротехникалық университеті,Өсімдіктерді қорғау және карантин,биология,химия,126,87,29,0,8,0
,Қазақ ұлттық аграрлық университеті,Өсімдіктерді қорғау және карантин,биология,химия,126,87,29,0,8,0
,Құрманғазы атындағы Қазақ ұлттық консерваториясы,өткізу,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,0
,Қазақ ұлттық өнер университеті,өткізу,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,0
,Ақтөбе университеті. С. Baisheva,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Атырау мұнай және газ университеті,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Ө.А.Байқоңыров атындағы Жезқазған университеті,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Қазақ-Британ техникалық университеті,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Қарағанды ​​мемлекеттік техникалық университеті,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Технологиялар және инжиниринг Каспий мемлекеттік университеті Ш.Уәлиханов атындағы,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Каспий қоғамдық супермаркет,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Маңғыстау гуманитарлық-техникалық университеті,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Орта-Азиялық Университеті,Пайдалы қазба кен орындарын геологиялық барлау,математика,физика,300,210,70,0,15,0
,Академия «Болашақ»,Педагогика және психология,биология,география,190,98,32,0,45,0
,Ақтөбе университеті. С. Baisheva,Педагогика және психология,биология,география,190,98,32,0,45,0
,Алтынсарин атындағы Арқалық мемлекеттік педагогикалық институты,Педагогика және психология,биология,география,190,98,32,0,45,0
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,С.Аманжолов атындағы Шығыс Қазақстан мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,Педагогика және психология,биология,география,190,98,32,0,45,0
,І.Жансүгіров атындағы Жетісу мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Батыс Қазақстан инновациялық және технология университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Қазақ мемлекеттік қыздар педагогикалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Абай атындағы Қазақ ұлттық педагогикалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Әл-Фараби атындағы Қазақ ұлттық университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Қазақстан инжиниринг және Халықтар достығы педагогикалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Б. Бейсенованы атындағы Қазақстан Республикасы Ішкі істер министрлігінің Қарағанды ​​академиясы,Педагогика және психология,биология,география,190,98,32,0,45,0
,Қарағанды ​​мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Технологиялар және инжиниринг Каспий мемлекеттік университеті Ш.Уәлиханов атындағы,Педагогика және психология,биология,география,190,98,32,0,45,0
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,А. Мырзахметова атындағы Көкшетау университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Қостанай мемлекеттік педагогикалық институты,Педагогика және психология,биология,география,190,98,32,0,45,0
,Z.Aldamzhara атындағы Қостанай әлеуметтік-техникалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,Педагогика және психология,биология,география,190,98,32,0,45,0
,Маңғыстау гуманитарлық-техникалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Халықаралық гуманитарлық-техникалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,Педагогика және психология,биология,география,190,98,32,0,45,0
,Павлодар мемлекеттік педагогикалық институты,Педагогика және психология,биология,география,190,98,32,0,45,0
,Аймақтық әлеуметтік-инновациялық университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,М.Қозыбаев атындағы Солтүстік Қазақстан мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,Тараз мемлекеттік педагогикалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,Тараз инновациялық-гуманитарлық университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,«Мирас» университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,Университеті «Сырдария»,Педагогика және психология,биология,география,190,98,32,0,45,29
,Орта-Азиялық Университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,Орталық Қазақстан академиясы,Педагогика және психология,биология,география,190,98,32,0,45,29
,Шымкент университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,Оңтүстік Қазақстан мемлекеттік педагогикалық институты,Педагогика және психология,биология,география,190,98,32,0,45,29
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,М. Сапарбаев атындағы Оңтүстік Қазақстан гуманитарлық институты,Педагогика және психология,биология,география,190,98,32,0,45,29
,Оңтүстік Қазақстан педагогикалық университеті,Педагогика және психология,биология,география,190,98,32,0,45,29
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,полиграфия,математика,физика,0,0,0,0,0,29
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,полиграфия,математика,физика,0,0,0,0,0,29
,Қазақ Ұлттық Өнер академиясы,поп арт,шығармашылық емтихан,шығармашылық емтихан,9,7,2,0,0,29
,Қазақ ұлттық өнер университеті,поп арт,шығармашылық емтихан,шығармашылық емтихан,9,7,2,0,0,29
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,психология,биология,география,150,113,37,0,0,29
,Ақтөбе университеті. С. Baisheva,психология,биология,география,150,113,37,0,0,29
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,психология,биология,география,150,113,37,0,0,29
,С.Аманжолов атындағы Шығыс Қазақстан мемлекеттік университеті,психология,биология,география,150,113,37,0,0,29
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,психология,биология,география,150,113,37,0,0,29
,Батыс Қазақстан инновациялық және технология университеті,психология,биология,география,150,113,37,0,0,29
,Инновациялық Еуразия университеті,психология,биология,география,150,113,37,0,0,29
,Еңбек және әлеуметтік қатынастар қазақ академиясы,психология,биология,география,150,113,37,0,0,29
,Қазақ мемлекеттік қыздар педагогикалық университеті,психология,биология,география,150,113,37,0,0,29
,Қазақ гуманитарлық-заң инновациялық университетінің,психология,биология,география,150,113,37,0,0,29
,Қазақ гуманитарлық заң университеті,психология,биология,география,150,113,37,0,0,29
,Абай атындағы Қазақ ұлттық педагогикалық университеті,психология,биология,география,150,113,37,0,0,29
,Әл-Фараби атындағы Қазақ ұлттық университеті,психология,биология,география,150,113,37,0,0,29
,Қазақ-Орыс Халықаралық университеті,психология,биология,география,150,113,37,0,0,29
,Қазақстан-Американдық еркін университеті,психология,биология,география,150,113,37,0,0,0
,Қарағанды ​​мемлекеттік университеті,психология,биология,география,150,113,37,0,0,0
,Каспий қоғамдық супермаркет,психология,биология,география,150,113,37,0,0,0
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,психология,биология,география,150,113,37,0,0,0
,Қостанай мемлекеттік педагогикалық институты,психология,биология,география,150,113,37,0,0,0
,А.Байтұрсынов атындағы Қостанай мемлекеттік университеті,психология,биология,география,150,113,37,0,0,0
,Павлодар мемлекеттік педагогикалық институты,психология,биология,география,150,113,37,0,0,0
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,психология,биология,география,150,113,37,0,0,0
,Тараз мемлекеттік педагогикалық университеті,психология,биология,география,150,113,37,0,0,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,психология,биология,география,150,113,37,0,0,0
,«Болашақ» университетінің,психология,биология,география,150,113,37,0,0,0
,Университеті «Тұран-Астана»,психология,биология,география,150,113,37,0,0,0
,«Тұран» университетінің,психология,биология,география,150,113,37,0,0,0
,Халықаралық бизнес университеті,психология,биология,география,150,113,37,0,0,0
,Орта-Азиялық Университеті,психология,биология,география,150,113,37,0,0,0
,Орталық Қазақстан академиясы,психология,биология,география,150,113,37,0,0,0
,Энергетика және байланыс университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Атырау мұнай және газ университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қорғаныс Радиоэлектроника және байланыс министрлігінің әскери-инженерлік институты,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қазақстан Республикасы Қорғаныс министрлігі Әуе қорғанысы күштерінің Әскери институты,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Көлік және М.Тынышпаев атындағы коммуникациялар академиясы,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,С.Сейфуллин атындағы Қазақ агротехникалық университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Әл-Фараби атындағы Қазақ ұлттық университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қазақ Көлік университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қазақстан инжиниринг және Халықтар достығы педагогикалық университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қазақстан инженерлік-технологиялық университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Инновациялық Қазақстан университеті және телекоммуникациялық жүйелер,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Б. Бейсенованы атындағы Қазақстан Республикасы Ішкі істер министрлігінің Қарағанды ​​академиясы,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қарағанды ​​мемлекеттік техникалық университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Қарағанды ​​мемлекеттік университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Халықаралық білім беру корпорациясы,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,Халықаралық ақпараттық технологиялар университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,«Мирас» университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,«Тұран» университетінің,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,"Радиотехника, электроника және телекоммуникациялар",математика,физика,891,601,200,0,68,0
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,режиссура,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,17
,Қазақ Ұлттық Өнер академиясы,режиссура,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,17
,Қазақ ұлттық Хореографиялық академиясы,режиссура,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,17
,Қазақ ұлттық өнер университеті,режиссура,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,17
,«Тұран» университетінің,режиссура,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,17
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,режиссура,шығармашылық емтихан,шығармашылық емтихан,12,9,3,0,0,17
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,саясаттану,Шетел тілі,Дүниежүзі тарихы,120,90,30,0,0,17
,Әл-Фараби атындағы Қазақ ұлттық университеті,саясаттану,Шетел тілі,Дүниежүзі тарихы,120,90,30,0,0,17
,Қарағанды ​​мемлекеттік университеті,саясаттану,Шетел тілі,Дүниежүзі тарихы,120,90,30,0,0,17
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,саясаттану,Шетел тілі,Дүниежүзі тарихы,120,90,30,0,0,17
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,саясаттану,Шетел тілі,Дүниежүзі тарихы,120,90,30,0,0,17
,Аймақтық әлеуметтік-инновациялық университеті,саясаттану,Шетел тілі,Дүниежүзі тарихы,120,90,30,0,0,17
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,Сәндік өнер,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,Қазақ Ұлттық Өнер академиясы,Сәндік өнер,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,Абай атындағы Қазақ ұлттық педагогикалық университеті,Сәндік өнер,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,Қазақ ұлттық өнер университеті,Сәндік өнер,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,Сәндік өнер,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,Аймақтық әлеуметтік-инновациялық университеті,Сәндік өнер,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,Сәндік өнер,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,Инновациялық Еуразия университеті,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,С.Сейфуллин атындағы Қазақ агротехникалық университеті,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,Қарағанды ​​мемлекеттік техникалық университеті,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,Каспий қоғамдық супермаркет,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,Халықаралық білім беру корпорациясы,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,М.Дулатов атындағы Тараз мемлекеттік университеті,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,сәулет,шығармашылық емтихан,шығармашылық емтихан,90,68,22,0,0,17
,Қазақ Ұлттық Өнер академиясы,скульптура,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,Қазақ ұлттық өнер университеті,скульптура,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,17
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,спорт менеджменті,математика,география,0,0,0,0,0,17
,Экономика және статистика Алматы академиясы,статистика,математика,география,32,24,8,0,0,17
,"Экономика, қаржы және халықаралық сауда университеті",статистика,математика,география,32,24,8,0,0,17
,Университеті «Нархоз»,статистика,математика,география,32,24,8,0,0,17
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,Су ресурстары және суды,математика,физика,190,135,45,0,8,17
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,Су ресурстары және суды,математика,физика,190,135,45,0,8,17
,Қазақ ұлттық аграрлық университеті,Су ресурстары және суды,математика,физика,190,135,45,0,8,17
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,Су ресурстары және суды,математика,физика,190,135,45,0,8,17
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,Су ресурстары және суды,математика,физика,190,135,45,0,8,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,Су ресурстары және суды,математика,физика,190,135,45,0,8,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,Су ресурстары және суды,математика,физика,190,135,45,0,8,0
,Қазақ Ұлттық Өнер академиясы,сурет,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Абай атындағы Қазақ ұлттық педагогикалық университеті,сурет,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Қазақ ұлттық өнер университеті,сурет,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,сурет,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Қазақ Ұлттық Өнер академиясы,Сценография,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Қазақ ұлттық өнер университеті,Сценография,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,0
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Алтынсарин атындағы Арқалық мемлекеттік педагогикалық институты,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,С.Аманжолов атындағы Шығыс Қазақстан мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Еуразия гуманитарлық институты,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Батыс Қазақстан инновациялық және технология университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Инновациялық Еуразия университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Қазақ мемлекеттік қыздар педагогикалық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Абай атындағы Қазақ ұлттық педагогикалық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Әл-Фараби атындағы Қазақ ұлттық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Қазақстан инжиниринг және Халықтар достығы педагогикалық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Қарағанды ​​мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,А. Мырзахметова атындағы Көкшетау университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Қостанай мемлекеттік педагогикалық институты,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Z.Aldamzhara атындағы Қостанай әлеуметтік-техникалық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Халықаралық гуманитарлық-техникалық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Павлодар мемлекеттік педагогикалық институты,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Аймақтық әлеуметтік-инновациялық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Тараз мемлекеттік педагогикалық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Тараз инновациялық-гуманитарлық университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,«Болашақ» университетінің,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,«Мирас» университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Университеті «Сырдария»,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Шет тілдер және іскерлік карьера университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Шымкент университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Оңтүстік Қазақстан мемлекеттік педагогикалық институты,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,200,105,35,0,45,0
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Инновациялық Еуразия университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Қазақ мемлекеттік қыздар педагогикалық университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Абай атындағы Қазақ ұлттық педагогикалық университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Әл-Фараби атындағы Қазақ ұлттық университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Қарағанды ​​мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,А.Байтұрсынов атындағы Қостанай мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Аймақтық әлеуметтік-инновациялық университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Сүлейман Демирел университетінің атауы,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Орта-Азиялық Университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,"тарих
",Дүниежүзі тарихы,география,93,70,23,0,0,0
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,"Тарих, дінтану",Дүниежүзі тарихы,Адам. Қоғам. Кукык,190,143,47,0,0,0
,Оңтүстік Қазақстан мемлекеттік педагогикалық институты,"Тарих, дінтану",Дүниежүзі тарихы,Адам. Қоғам. Кукык,190,143,47,0,0,0
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,тау-кен ісі,математика,физика,400,285,95,0,15,0
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,тау-кен ісі,математика,физика,400,285,95,0,15,0
,Ө.А.Байқоңыров атындағы Жезқазған университеті,тау-кен ісі,математика,физика,400,285,95,0,15,0
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,тау-кен ісі,математика,физика,400,285,95,0,15,0
,Қарағанды ​​мемлекеттік техникалық университеті,тау-кен ісі,математика,физика,400,285,95,0,15,0
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,тау-кен ісі,математика,физика,400,285,95,0,15,0
,Рудный индустриалдық институты,тау-кен ісі,математика,физика,400,285,95,0,15,0
,Қазақстан Республикасы Қорғаныс министрлігі Әуе қорғанысы күштерінің Әскери институты,Теңіз техникасы және технологиясы,математика,физика,95,56,19,,15,0
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,Техникалық физика,математика,физика,160,120,40,0,0,0
